Bucketed Score,Intersection,Lat,Long,Raw Score,Accidents,Traffic
8.0,Fort Washington Avenue & West 187th Street,40.855125,-73.9369033,0.0017,5,2862
8.0,Frederick Douglass Boulevard,40.813938,-73.948419,0.0017,10,5725
8.0,Canal Street & Varick Street,40.7225635,-74.0063044,0.0017,63,36103
8.0,Battery Place,40.7048317,-74.0169087,0.0017,40,22932
8.0,Gold Street,40.709403,-74.0051237,0.0017,1,574
8.0,Battery Place,40.7048371,-74.0156504,0.0017,8,4599
8.0,5th Avenue & West 111th Street,40.797478,-73.948792,0.0017,12,6911
8.0,West 125th Street,40.815156,-73.957829,0.0017,8,4618
8.0,Amsterdam Avenue & West 133rd Street,40.8175891,-73.9531759,0.0017,11,6369
8.0,5th Avenue & West 131st Street,40.810209,-73.939494,0.0017,4,2316
8.0,West 181st Street,40.851179,-73.939236,0.0017,5,2912
8.0,Canal Street & Greene Street,40.7203895,-74.0032496,0.0017,31,18057
8.0,Fort Washington Avenue & West 171st Street,40.844049,-73.941142,0.0017,2,1167
8.0,Bowery & Grand Street,40.7184578,-73.9948124,0.0017,31,18098
8.0,5th Avenue & West 117th Street,40.801342,-73.945968,0.0017,6,3506
8.0,Saint Nicholas Place & West 150th Street,40.8272063,-73.9424535,0.0017,5,2950
8.0,Madison Street & Market Street,40.712308,-73.994361,0.0017,11,6517
8.0,Frederick Douglass Boulevard & West 140th Street,40.819673,-73.944231,0.0017,8,4748
8.0,Convent Avenue & West 131st Street,40.815846,-73.952868,0.0017,3,1783
8.0,Morningside Avenue,40.8047141,-73.9582435,0.0017,2,1189
8.0,Amsterdam Avenue & West 143rd Street,40.8239471,-73.9485377,0.0017,2,1191
8.0,Ridge Street & Rivington Street,40.7185738,-73.9833981,0.0017,7,4186
8.0,Canal Street,40.7208687,-74.0039184,0.0017,23,13794
8.0,John Street,40.7090899,-74.0078053,0.0017,3,1801
8.0,Saint Nicholas Place & West 151st Street,40.827823,-73.941997,0.0017,3,1805
8.0,Broadway & West 207th Street,40.867693,-73.921214,0.0017,25,15075
8.0,Varick Street,40.7237608,-74.0061172,0.0017,30,18109
8.0,Eldridge Street & Rivington Street,40.7207678,-73.9906322,0.0016,8,4891
8.0,Broadway & West 190th Street,40.856503,-73.932761,0.0016,2,1223
8.0,3rd Avenue & East 119th Street,40.7998809,-73.9386046,0.0016,13,7953
8.0,9th Avenue & West 36th Street,40.7546674,-73.9953434,0.0016,43,26383
8.0,Seaman Avenue & West 218th Street,40.872499,-73.917176,0.0016,2,1230
8.0,Clinton Street & Stanton Street,40.720233,-73.984472,0.0016,12,7393
8.0,Frederick Douglass Boulevard & West 148th Street,40.824757,-73.940515,0.0016,8,4940
8.0,Madison Street & Rutgers Street,40.7126536,-73.9900158,0.0016,5,3135
8.0,Convent Avenue & Morningside Avenue,40.812692,-73.953129,0.0016,10,6283
8.0,2nd Avenue & East 112th Street,40.7944694,-73.9396282,0.0016,7,4412
8.0,Hudson Street & Reade Street,40.716193,-74.009201,0.0016,6,3807
8.0,2nd Avenue & East 99th Street,40.7861572,-73.9457078,0.0016,20,12818
8.0,West 96th Street & West End Ave.,40.7952534,-73.9732066,0.0015,39,25208
8.0,Canal Street,40.719916,-74.0025889,0.0015,17,10991
8.0,Pinehurst Avenue & West 177th Street,40.848019,-73.940436,0.0015,4,2597
8.0,Grand Street & Thompson Street,40.7227417,-74.0044354,0.0015,9,5890
8.0,East 111th Street & Lexington Avenue,40.7954473,-73.9439398,0.0015,6,3941
8.0,Malcolm X Boulevard & West 123rd Street,40.8064396,-73.9463669,0.0015,7,4603
8.0,Riverside Drive & West 148th Street,40.828925,-73.950395,0.0015,4,2640
8.0,Malcolm X Boulevard,40.8006933,-73.9505845,0.0015,3,1997
8.0,Broadway & West 204th Street,40.867016,-73.92311,0.0015,23,15338
8.0,2nd Avenue & East 111th Street,40.793837,-73.9400924,0.0015,7,4675
8.0,Dyer Avenue & West 35 Street,40.7546186,-73.997152,0.0015,18,12073
8.0,Allen Street & Grand Street,40.717418,-73.991422,0.0015,23,15486
8.0,East 117th Street & Lexington Avenue,40.7993007,-73.9411255,0.0015,5,3384
8.0,Centre Street & Chambers Street,40.713135,-74.004059,0.0015,31,20995
8.0,East 124th Street & West 124th Street,40.805744,-73.942754,0.0015,6,4075
8.0,Amsterdam Avenue,40.8087475,-73.9596325,0.0015,6,4131
8.0,East Broadway & Montgomery Street,40.714466,-73.9853397,0.0014,11,7642
8.0,Adam Clayton Powell Jr. Boulevard & West 151st Street,40.8253955,-73.9362289,0.0014,5,3477
8.0,East 118th Street & Lexington Avenue,40.7999294,-73.9406665,0.0014,13,9136
8.0,Amsterdam Avenue & West 158th Street,40.8334829,-73.9415672,0.0014,7,4937
8.0,Riverside Drive,40.8295858,-73.9500819,0.0014,4,2833
8.0,5th Avenue & Chisum Place,40.8165371,-73.9349059,0.0014,1,710
8.0,Colonel Robert Magaw Place & West 181st Street,40.850645,-73.937365,0.0014,1,712
8.0,10th Avenue & West 213th Street,40.868251,-73.916139,0.0014,1,713
8.0,Haven Avenue,40.846231,-73.94261,0.0014,3,2141
8.0,Fort Washington Avenue & West 179th Street,40.8493123,-73.9389502,0.0014,12,8607
8.0,Barrow Street,40.7324104,-74.003395,0.0014,10,7185
8.0,Hudson Street & Laight Street,40.7219848,-74.0082309,0.0014,19,13658
8.0,Saint Nicholas Avenue & West 122nd Street,40.808396,-73.952952,0.0014,4,2881
8.0,Broadway & West 61st Street,40.7696743,-73.9819968,0.0014,17,12254
8.0,Amsterdam Avenue & Morningside Drive,40.8106295,-73.9582729,0.0014,12,8676
8.0,Broome Street & Chrystie Street,40.71907,-73.99336,0.0014,23,16667
8.0,Frederick Douglass Boulevard & West 134th Street,40.81583,-73.947034,0.0014,11,7980
8.0,Morningside Avenue & West 122nd Street,40.809429,-73.95543,0.0014,5,3645
8.0,Adam Clayton Powell Jr. Boulevard & West 149th Street,40.8241529,-73.937135,0.0014,5,3648
8.0,Beaver Street & Hanover Street,40.705313,-74.009016,0.0014,6,4389
8.0,Bridge Street & Whitehall Street,40.703588,-74.013114,0.0014,6,4389
8.0,Malcolm X Boulevard & West 117th Street,40.8026735,-73.949123,0.0014,8,5867
8.0,Beach Street & Ericsson Place,40.7206456,-74.008466,0.0014,13,9554
8.0,Bradhurst Avenue & West 150th Street,40.826414,-73.940595,0.0014,2,1473
8.0,Bank Street & Bleecker Street,40.736611,-74.005314,0.0014,3,2213
8.0,8th Avenue & Frederick Douglass Boulevard,40.801232,-73.957696,0.0013,8,5946
8.0,3rd Avenue & East 121st Street,40.8011376,-73.9376885,0.0013,8,5951
8.0,Saint Nicholas Avenue,40.824705,-73.944268,0.0013,4,2979
8.0,Amsterdam Avenue & West 113th Street,40.8048852,-73.9624527,0.0013,14,10437
8.0,Ridge Street & Stanton Street,40.7197271,-73.982796,0.0013,9,6717
8.0,East 101st Street & Lexington Avenue,40.7890556,-73.9486045,0.0013,7,5227
8.0,East 108th Street & Lexington Avenue,40.7935499,-73.9453255,0.0013,5,3738
8.0,7th Avenue South & Leroy Street,40.730321,-74.004688,0.0013,15,11228
8.0,Adam Clayton Powell Jr. Boulevard & West 137th Street,40.8166319,-73.9428436,0.0013,1,749
8.0,Canal Street & Mott Street,40.7168256,-73.9977531,0.0013,44,33041
8.0,Canal Street & Eldridge Street,40.715355,-73.9934,0.0013,9,6762
8.0,9th Avenue & West 37th Street,40.7552856,-73.9949245,0.0013,53,39920
8.0,Saint Nicholas Avenue & West 138th Street,40.819209,-73.947036,0.0013,2,1508
8.0,Riverside Drive & West 146th Street,40.827678,-73.951321,0.0013,4,3021
8.0,Delancey Street,40.7159409,-73.9808692,0.0013,11,8319
8.0,Laurel Hill Terrace,40.851432,-73.92708,0.0013,1,757
8.0,Rivington Street,40.7188259,-73.9842294,0.0013,3,2282
8.0,Adam Clayton Powell Jr. Boulevard & West 120th Street,40.8058157,-73.9507333,0.0013,7,5378
8.0,East 130th Street & Madison Avenue,40.8088999,-73.9383306,0.0013,3,2306
8.0,King Street & Varick Street,40.727879,-74.005427,0.0013,21,16143
8.0,Frederick Douglass Boulevard & West 124th Street,40.8094996,-73.9516742,0.0013,12,9293
8.0,2nd Avenue,40.787442,-73.94477,0.0013,12,9351
8.0,Front Street & Gouverneur Lane,40.704285,-74.007671,0.0013,3,2346
8.0,Nassau Street & Pine Street,40.707694,-74.010201,0.0013,10,7835
8.0,Front Street & Wall Street,40.7048017,-74.0069496,0.0013,4,3149
8.0,Broome Street & Wooster Street,40.72293,-74.002174,0.0013,14,11062
8.0,3rd Avenue & East 122nd Street,40.8017686,-73.9372283,0.0013,11,8766
8.0,Canal Street & Division Street,40.7146683,-73.9911307,0.0013,6,4799
8.0,West 126th Street,40.813554,-73.955203,0.0012,3,2406
8.0,Riverside Drive & West 157th Street,40.8349476,-73.9469169,0.0012,2,1606
8.0,1st Avenue & East 47th Street,40.7520165,-73.9676835,0.0012,8,6431
8.0,Cabrini Boulevard & Pinehurst Avenue,40.8495104,-73.9399265,0.0012,3,2423
8.0,Lincoln Tunnel Expressway & West 33rd Street,40.7534417,-73.9985006,0.0012,5,4039
8.0,11th Avenue,40.7589299,-73.9996997,0.0012,31,25065
8.0,Broadway & West 218th Street,40.8712112,-73.914136,0.0012,12,9748
8.0,Riverside Drive & West 98th Street,40.797149,-73.973651,0.0012,7,5703
8.0,Manhattan Avenue & West 116th Street,40.8050221,-73.9567983,0.0012,12,9790
8.0,Saint Nicholas Avenue & West 150th Street,40.8273441,-73.9427817,0.0012,1,816
8.0,Saint Nicholas Avenue & West 145th Street,40.8240379,-73.9447664,0.0012,23,18795
8.0,Chrystie Street & East Houston Street,40.7235993,-73.9910568,0.0012,50,40997
8.0,3rd Avenue & East 120th Street,40.8005203,-73.9381365,0.0012,8,6575
8.0,East 124th Street & Madison Avenue,40.805063,-73.941167,0.0012,11,9122
8.0,East Broadway & Market Street,40.7136968,-73.9945593,0.0012,21,17445
8.0,Canal Street & Greenwich Street,40.7246766,-74.0093172,0.0012,16,13314
8.0,Division Street & Pike Street,40.7143726,-73.9928197,0.0012,9,7510
8.0,Saint Nicholas Avenue,40.819895,-73.946718,0.0012,2,1669
8.0,West Broadway,40.7194586,-74.0061348,0.0012,3,2506
8.0,Cherry Street & Clinton Street,40.7115351,-73.9867531,0.0012,3,2507
8.0,Lenox Terrace Place & West 135th Street,40.813458,-73.939325,0.0012,3,2515
8.0,Dyckman Street & Seaman Avenue,40.8662,-73.928057,0.0012,16,13433
8.0,Cooper Square,40.7277093,-73.9912191,0.0012,16,13482
8.0,Broadway,40.8181551,-73.9564305,0.0012,11,9339
8.0,Amsterdam Avenue & West 121st Street,40.8100035,-73.9587153,0.0012,6,5096
8.0,Riverside Drive & West 74th Street,40.7817867,-73.9850803,0.0012,3,2559
8.0,3rd Avenue & East 39th Street,40.7488523,-73.9757971,0.0012,35,29917
8.0,Hudson Street & West 12th Street,40.7375527,-74.0057088,0.0012,7,5984
8.0,Adam Clayton Powell Jr. Boulevard & West 139th Street,40.8178917,-73.9419319,0.0012,1,856
8.0,East 99th Street & Lexington Avenue,40.787792,-73.9495277,0.0012,6,5155
8.0,Riverside Drive & West 144th Street,40.826424,-73.952533,0.0012,5,4316
8.0,Avenue C & East Houston Street,40.720654,-73.9813158,0.0012,27,23314
8.0,3rd Avenue & East 106th Street,40.791572,-73.944675,0.0012,20,17308
8.0,2nd Avenue & East 109th Street,40.79256,-73.9410247,0.0012,19,16456
8.0,2nd Avenue & East 97th Street,40.7849375,-73.946598,0.0011,23,20061
8.0,3rd Avenue & East 34th Street,40.7457162,-73.9780908,0.0011,72,62978
8.0,Saint Nicholas Avenue & West 114th Street,40.80153,-73.952556,0.0011,2,1758
8.0,Amsterdam Avenue & West 116th Street,40.8068259,-73.9610357,0.0011,8,7034
8.0,Malcolm X Boulevard & West 122nd Street,40.8058089,-73.946821,0.0011,6,5276
8.0,Frederick Douglass Boulevard & West 122nd Street,40.808238,-73.952585,0.0011,3,2649
8.0,Broadway & West 106th Street,40.8013053,-73.9677887,0.0011,13,11493
8.0,Frederick Douglass Boulevard & West 147th Street,40.824132,-73.940971,0.0011,6,5305
8.0,Kenmare Street & Lafayette Street,40.7215815,-73.9977854,0.0011,12,10628
8.0,Park Avenue,40.7923081,-73.9485143,0.0011,3,2662
8.0,Adam Clayton Powell Jr. Boulevard & West 144th Street,40.8209975,-73.9396411,0.0011,1,889
8.0,Morningside Avenue,40.808802,-73.955884,0.0011,4,3572
8.0,Bradhurst Avenue & West 145th Street,40.8232579,-73.9429237,0.0011,14,12524
8.0,Catherine Slip & South Street,40.7092234,-73.9959247,0.0011,10,8949
8.0,9th Avenue & West 35 Street,40.7540684,-73.995845,0.0011,34,30449
8.0,2nd Avenue & East 39th Street,40.7479204,-73.973591,0.0011,41,36780
8.0,5th Avenue & Harlem River Drive,40.817189,-73.934463,0.0011,4,3589
8.0,2nd Avenue & East 38th Street,40.747296,-73.974044,0.0011,41,36842
8.0,Gold Street,40.710185,-74.0042501,0.0011,12,10788
8.0,Frederick Douglass Boulevard & West 146th Street,40.823507,-73.941426,0.0011,7,6320
8.0,Broadway & Cortlandt Street,40.709806,-74.009988,0.0011,15,13579
8.0,Broadway,40.715236,-74.00542,0.0011,13,11792
8.0,Beach Street & Varick Street,40.7204501,-74.006671,0.0011,30,27284
8.0,Ann Street & William Street,40.7099178,-74.006076,0.0011,8,7281
8.0,Vermilyea Avenue & West 204th Street,40.866064,-73.922498,0.0011,7,6372
8.0,East 111th Street & Park Avenue,40.7960687,-73.9454246,0.0011,13,11868
8.0,2nd Avenue & East 63rd Street,40.763113,-73.962515,0.0011,65,59529
8.0,East Broadway & Pike Street,40.7138471,-73.9927507,0.0011,17,15661
8.0,10th Avenue & West 33 Street,40.7539186,-73.9996344,0.0011,27,24964
8.0,5th Avenue & East 108th Street,40.795588,-73.950158,0.0011,7,6495
8.0,2nd Avenue & East 61st Street,40.7618673,-73.9634382,0.0011,52,48300
8.0,3rd Avenue & East 37th Street,40.7476147,-73.9766965,0.0011,73,67826
8.0,Riverside Drive & Tiemann Place,40.815882,-73.960561,0.0011,5,4657
8.0,Pearl Street,40.707205,-74.005951,0.0011,3,2816
8.0,Bowery & Stanton Street,40.7228017,-73.9930317,0.0011,16,15039
8.0,Varick Street & West Houston Street,40.728601,-74.0053147,0.0011,45,42301
8.0,3rd Avenue & East 118th Street,40.7992528,-73.9390621,0.0011,16,15114
8.0,2nd Avenue & East 119th Street,40.798935,-73.936361,0.0011,12,11346
8.0,1st Avenue,40.7527011,-73.9672089,0.0011,8,7579
8.0,Park Place & West Broadway,40.7138543,-74.0105666,0.0011,11,10427
8.0,2nd Avenue & East 121st Street,40.8001963,-73.9354447,0.0011,11,10444
8.0,Norfolk Street & Stanton Street,40.7207426,-73.98616,0.0011,3,2851
8.0,Horatio Street & Hudson Street,40.7387641,-74.0055102,0.0011,7,6653
8.0,Canal Street & Centre Street,40.718017,-73.999956,0.001,34,32520
8.0,Frederick Douglass Boulevard & West 115th Street,40.803744,-73.955861,0.001,24,22960
8.0,Catherine Street & Madison Street,40.7120926,-73.9969405,0.001,11,10525
8.0,East 57th Street & Queensboro Bridge Approach,40.7589757,-73.964501,0.001,20,19179
8.0,Broadway & West 98th Street,40.7959244,-73.9707469,0.001,15,14501
8.0,Morningside Avenue & West 118th Street,40.806916,-73.957266,0.001,3,2918
8.0,Frederick Douglass Boulevard & West 121st Street,40.80761,-73.95304,0.001,6,5855
8.0,East 104th Street & Lexington Avenue,40.7909323,-73.9472339,0.001,10,9799
8.0,11th Avenue & West 23rd Street,40.7489204,-74.0070372,0.001,37,36323
8.0,Bridge Street & State Street,40.7036143,-74.0144036,0.001,8,7862
8.0,Clinton Street & East Houston Street,40.7214199,-73.983869,0.001,23,22622
8.0,Gramercy Park North,40.7382196,-73.9856769,0.001,16,15800
8.0,Broadway & West 74th Street,40.7802409,-73.9814437,0.001,14,13842
8.0,5th Avenue & East 116th Street,40.800665,-73.946462,0.001,11,10906
8.0,East 124th Street & Park Avenue,40.8043271,-73.9393972,0.001,9,8931
8.0,2nd Avenue & East 116th Street,40.7969883,-73.9377842,0.001,27,26884
8.0,Dyckman Street & Vermilyea Avenue,40.864525,-73.92662,0.001,11,10974
8.0,Hester Street & Mott Street,40.71787,-73.997108,0.001,19,19033
8.0,Adam Clayton Powell Jr. Boulevard & West 111th Street,40.7999885,-73.9547869,0.001,5,5021
8.0,Fulton Street & William Street,40.709557,-74.006435,0.001,9,9038
8.0,East 98th Street & Lexington Avenue,40.7871716,-73.949982,0.001,6,6041
8.0,5th Avenue & East 98th Street,40.789205,-73.954817,0.001,17,17152
8.0,9th Avenue & West 42nd Street,40.7584291,-73.9926299,0.001,98,98957
8.0,Clinton Street & Grand Street,40.7159633,-73.9867379,0.001,22,22218
8.0,10th Avenue,40.7414621,-74.0087232,0.001,3,3035
8.0,East 10th Street & FDR Drive,40.7241822,-73.9735174,0.001,1,1013
8.0,Saint Nicholas Avenue & West 158th Street,40.833098,-73.940653,0.001,4,4052
8.0,Broadway & West 122nd Street,40.8118101,-73.9610595,0.001,14,14184
8.0,Allen Street,40.716235,-73.992014,0.001,12,12158
8.0,East 121st Street & Park Avenue,40.8024388,-73.9407754,0.001,10,10138
8.0,Dutch Street & Fulton Street,40.709872,-74.007054,0.001,7,7110
8.0,Malcolm X Boulevard & West 111th Street,40.7988119,-73.9519558,0.001,8,8176
8.0,Marginal Street & West 132nd Street,40.819702,-73.960148,0.001,6,6152
8.0,Hudson Street,40.717598,-74.009,0.001,2,2054
8.0,3rd Avenue & East 110th Street,40.7941324,-73.9428059,0.001,16,16433
8.0,Mount Morris Park West & West 121st Street,40.8045514,-73.9457366,0.001,1,1029
8.0,Cedar Street & Nassau Street,40.708117,-74.009829,0.001,4,4126
8.0,Manhattan Avenue & West 123rd Street,40.8094627,-73.953542,0.001,3,3099
8.0,9th Avenue & West 203rd Street,40.861142,-73.918927,0.001,2,2069
8.0,Bradhurst Avenue & West 146th Street,40.8239304,-73.9424115,0.001,2,2078
8.0,Amsterdam Avenue & West 123rd Street,40.8112598,-73.957798,0.001,10,10414
8.0,Spring Street & Varick Street,40.7256753,-74.0057082,0.001,46,47975
8.0,Broadway & West 96th Street,40.7946106,-73.971682,0.001,30,31305
8.0,Rivington Street & Suffolk Street,40.7193368,-73.9859139,0.001,6,6286
8.0,1st Avenue & East Houston Street,40.7229823,-73.9885488,0.001,48,50316
8.0,Broadway & Dyckman Street,40.8655306,-73.9272714,0.001,26,27277
8.0,Greenwich Street,40.7169151,-74.0107841,0.001,4,4206
8.0,Fletcher Street & Front Street,40.7059869,-74.0052181,0.0009,1,1056
8.0,Henry Street & Montgomery Street,40.7137999,-73.9850482,0.0009,5,5314
8.0,Old Slip,40.703813,-74.008325,0.0009,8,8520
8.0,Albany Street & West Street,40.7098267,-74.0147291,0.0009,64,68249
8.0,10th Avenue & West 30th Street,40.7520763,-74.0009843,0.0009,31,33086
8.0,Canal Street & Orchard Street,40.7148988,-73.9918893,0.0009,4,4277
8.0,Pitt Street & Rivington Street,40.7183028,-73.9825031,0.0009,6,6420
8.0,5th Avenue,40.8179052,-73.9342568,0.0009,2,2141
8.0,Frederick Douglass Boulevard & West 128th Street,40.812103,-73.949757,0.0009,5,5363
8.0,Freedom Place,40.7778427,-73.9877533,0.0009,3,3227
8.0,East 110th Street & Park Avenue,40.7954383,-73.9458846,0.0009,10,10840
8.0,Grand Street & Mott Street,40.7190526,-73.9964743,0.0009,26,28189
8.0,West 47th Street,40.7593949,-73.9850691,0.0009,39,42312
8.0,Broadway & West 111th Street,40.8047848,-73.966136,0.0009,14,15190
8.0,Amsterdam Avenue & West 109th Street,40.8023687,-73.9642901,0.0009,9,9766
8.0,Bowery & Pell Street,40.7146482,-73.9971597,0.0009,4,4373
8.0,Amsterdam Avenue & Broadway,40.7779293,-73.9821323,0.0009,41,45030
8.0,Broadway & Chambers Street,40.7141733,-74.0063041,0.0009,24,26360
8.0,Central Park North,40.7982705,-73.9525304,0.0009,8,8790
8.0,Haven Avenue & West 176th Street,40.847666,-73.942184,0.0009,2,2228
8.0,Morningside Drive,40.805435,-73.959826,0.0009,6,6685
8.0,East 116th Street & Park Avenue,40.7992437,-73.9431074,0.0009,17,18975
8.0,East 119th Street & Park Avenue,40.8011826,-73.9416923,0.0009,9,10128
8.0,Broadway & West 99th Street,40.7965528,-73.970293,0.0009,12,13559
8.0,Frederick Douglass Boulevard & West 123rd Street,40.8088678,-73.9521352,0.0009,3,3411
8.0,East 104th Street & Park Avenue,40.7916669,-73.948981,0.0009,12,13648
8.0,10th Avenue & West 204th Street,40.8626109,-73.9202964,0.0009,2,2275
8.0,Avenue D & Columbia Street,40.7198863,-73.9787976,0.0009,26,29604
8.0,East 116th Street & Madison Avenue,40.7999823,-73.9448507,0.0009,16,18282
8.0,Adam Clayton Powell Jr. Boulevard & West 122nd Street,40.8070115,-73.949671,0.0009,3,3433
8.0,Waverly Place,40.7332427,-74.0007095,0.0009,4,4579
8.0,Broadway & West 69th Street,40.776264,-73.9820207,0.0009,15,17257
8.0,Park Avenue,40.7879028,-73.9517206,0.0009,9,10364
8.0,Wadsworth Avenue & West 178th Street,40.847872,-73.936403,0.0009,5,5759
8.0,5th Avenue & West 115th Street,40.799961,-73.946974,0.0009,11,12687
8.0,2nd Avenue & East 86th Street,40.777887,-73.9517388,0.0009,55,63446
8.0,Saint Nicholas Avenue & West 126th Street,40.811442,-73.952101,0.0009,15,17308
8.0,Amsterdam Avenue & West 101st Street,40.7972466,-73.9680298,0.0009,5,5780
8.0,Broadway & West 112th Street,40.8054098,-73.9656751,0.0009,11,12728
8.0,Broadway & West 70th Street,40.777047,-73.9820011,0.0009,19,22071
8.0,Broadway & West 102nd Street,40.7984325,-73.9689288,0.0009,8,9318
8.0,Broome Street & Crosby Street,40.721421,-73.999031,0.0009,10,11654
8.0,Malcolm X Boulevard & West 120th Street,40.8045555,-73.947737,0.0009,6,7028
8.0,Amsterdam Avenue & West 107th Street,40.8011074,-73.965211,0.0008,8,9438
8.0,5th Avenue & East 104th Street,40.792967,-73.952073,0.0008,4,4719
7.0,2nd Avenue & East 103rd Street,40.788686,-73.943859,0.0008,6,7090
7.0,Broadway & West 135th Street,40.8200885,-73.9550161,0.0008,30,35615
7.0,Mulberry Street & Prince Street,40.7233679,-73.9957075,0.0008,9,10701
7.0,5th Avenue & East 62nd Street,40.766143,-73.971648,0.0008,15,17858
7.0,Riverside Drive,40.823549,-73.955385,0.0008,10,11926
7.0,10th Avenue & West 16th Street,40.74347,-74.007238,0.0008,20,23856
7.0,East 122nd Street & Park Avenue,40.8030731,-73.9403125,0.0008,10,11929
7.0,Park Avenue,40.7910567,-73.9494251,0.0008,3,3580
7.0,10th Avenue & West 42nd Street,40.7596264,-73.9954726,0.0008,78,93145
7.0,East 26th Street,40.739232,-73.978193,0.0008,5,5983
7.0,Broadway & Liberty Street,40.709154,-74.010542,0.0008,10,11972
7.0,10th Avenue & West 41st Street,40.758981,-73.9959432,0.0008,68,81677
7.0,Broadway & West 120th Street,40.8104995,-73.9620178,0.0008,18,21629
7.0,Forsyth Street & Stanton Street,40.722181,-73.990914,0.0008,1,1202
7.0,Broadway & East Houston Street,40.7253748,-73.9967972,0.0008,59,71007
7.0,Malcolm X Boulevard & West 119th Street,40.8039301,-73.9482084,0.0008,5,6020
7.0,Trinity Place,40.7069636,-74.0135064,0.0008,2,2410
7.0,Broadway & West 93rd Street,40.792701,-73.9731263,0.0008,16,19293
7.0,Convent Avenue & West 128th Street,40.813495,-73.95311,0.0008,4,4837
7.0,7th Avenue South,40.7332211,-74.0030502,0.0008,13,15721
7.0,Fort Washington Avenue & West 178th Street,40.8486855,-73.9391904,0.0008,16,19371
7.0,Edgecombe Avenue & West 138th Street,40.819006,-73.946522,0.0008,2,2425
7.0,Elizabeth Street & Kenmare Street,40.720627,-73.994969,0.0008,23,27939
7.0,5th Avenue,40.796217,-73.949695,0.0008,6,7289
7.0,Broadway & Morris Street,40.7058713,-74.0132406,0.0008,17,20662
7.0,Cleveland Place & Kenmare Street,40.721449,-73.997399,0.0008,41,50004
7.0,Riverside Drive,40.794032,-73.976306,0.0008,3,3665
7.0,3rd Avenue,40.7877536,-73.9474623,0.0008,13,15884
7.0,5th Avenue & East 105th Street,40.793608,-73.951602,0.0008,4,4888
7.0,Chrystie Street & Grand Street,40.7181594,-73.9938242,0.0008,20,24485
7.0,2nd Avenue & East 100th Street,40.786809,-73.94523,0.0008,8,9801
7.0,Bialystoker Place & Delancey Street,40.7164489,-73.9825709,0.0008,7,8583
7.0,Broome Street & Ludlow Street,40.7178944,-73.9894779,0.0008,4,4906
7.0,Frederick Douglass Boulevard & West 129th Street,40.812727,-73.949301,0.0008,5,6136
7.0,Fort Washington Avenue & West 160th Street,40.8363811,-73.9445746,0.0008,4,4917
7.0,9th Avenue & West 33 Street,40.7527421,-73.996789,0.0008,23,28303
7.0,3rd Avenue & East 116th Street,40.7979386,-73.9400272,0.0008,29,35889
7.0,Baxter Street & Canal Street,40.71755,-73.999313,0.0008,17,21080
7.0,East 34th Street & Park Avenue,40.7470478,-73.9812613,0.0008,58,72178
7.0,East 127th Street & Madison Avenue,40.807033,-73.9396973,0.0008,4,4993
7.0,Church Street & Park Place,40.7132584,-74.0092662,0.0008,16,20022
7.0,East 35th Street & Tunnel Exit Street,40.7460357,-73.9767914,0.0008,14,17530
7.0,Morningside Avenue & West 123rd Street,40.810064,-73.954966,0.0008,5,6277
7.0,9th Avenue & West 41st Street,40.7578265,-73.9930688,0.0008,64,80759
7.0,East 117th Street & Park Avenue,40.7999262,-73.9426093,0.0008,9,11360
7.0,Bank Street & Washington Street,40.736188,-74.008322,0.0008,4,5056
7.0,Adam Clayton Powell Jr. Boulevard,40.8235385,-73.9376019,0.0008,3,3792
7.0,2nd Avenue & East 65th Street,40.7643653,-73.9616082,0.0008,43,54411
7.0,Broadway,40.7125287,-74.0076723,0.0008,23,29108
7.0,East 97th Street & Park Avenue,40.7872697,-73.9521814,0.0008,15,19122
7.0,East Houston Street,40.72311,-73.9894345,0.0008,18,22979
7.0,John Street & South Street,40.7057934,-74.0038616,0.0008,4,5108
7.0,Broadway & Old Broadway,40.8175185,-73.9568845,0.0008,12,15339
7.0,Gold Street & John Street,40.708227,-74.006531,0.0008,9,11550
7.0,2nd Avenue & East 125th Street,40.8027762,-73.9335781,0.0008,72,92572
7.0,12th Avenue & Riverside Drive,40.81751,-73.960687,0.0008,3,3860
7.0,Ludlow Street & Rivington Street,40.7200783,-73.988359,0.0008,21,27050
7.0,Beekman Street & Gold Street,40.70966,-74.004827,0.0008,8,10317
7.0,Chrystie Street & Rivington Street,40.721248,-73.992237,0.0008,20,25825
7.0,12th Avenue & West 58th Street,40.7721604,-73.9936601,0.0008,5,6485
7.0,Bleecker Street & Perry Street,40.735304,-74.004932,0.0008,8,10397
7.0,Broadway & Cumming Street,40.866025,-73.925872,0.0008,12,15607
7.0,Convent Avenue & West 144th Street,40.8239713,-73.9467212,0.0008,4,5224
7.0,3rd Avenue & East 40th Street,40.7494677,-73.97535,0.0008,20,26316
7.0,East 115th Street & Madison Avenue,40.7992849,-73.9453606,0.0008,16,21105
7.0,Amsterdam Avenue & West 102nd Street,40.7978699,-73.9675747,0.0008,6,7919
7.0,Broadway & Isham Street,40.868114,-73.919754,0.0008,11,14533
7.0,10th Avenue & West 35th Street,40.7552565,-73.9986589,0.0008,27,35746
7.0,Hancock Place & Morningside Avenue,40.810992,-73.954288,0.0008,5,6624
7.0,Columbus Avenue & West 73rd Street,40.7781007,-73.9782916,0.0008,19,25193
